parametro,ponto_monitoramento,oxigenio_dissolvido,dbo,ecoli,nitrogenio,pH,sdt,temp,turbidez
Sólidos Dissolvidos Totais,P2,,,,,,35,,
Sólidos Dissolvidos Totais,P2,,,,,,24,,
Sólidos Dissolvidos Totais,P2,,,,,,50,,
Sólidos Dissolvidos Totais,P2,,,,,,34,,
Sólidos Dissolvidos Totais,P2,,,,,,33,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.02,,,,
Nitrogênio amoniacal,P2,,,,0.128,,,,
Nitrogênio amoniacal,P2,,,,0.067,,,,
Nitrogênio amoniacal,P2,,,,0.048,,,,
Nitrogênio amoniacal,P2,,,,0.094,,,,
Nitrogênio amoniacal,P2,,,,0.292,,,,
Nitrogênio amoniacal,P2,,,,0.069,,,,
Nitrogênio amoniacal,P2,,,,0.038,,,,
Nitrogênio amoniacal,P2,,,,0.07,,,,
Nitrogênio amoniacal,P2,,,,0.03,,,,
Nitrogênio amoniacal,P2,,,,0.03,,,,
Demanda Bioquímica de Oxigênio,P2,,1,,,,,,
Demanda Bioquímica de Oxigênio,P2,,1,,,,,,
Demanda Bioquímica de Oxigênio,P2,,1,,,,,,
Demanda Bioquímica de Oxigênio,P2,,1,,,,,,
Demanda Bioquímica de Oxigênio,P2,,1,,,,,,
Demanda Bioquímica de Oxigênio,P2,,1,,,,,,
Demanda Bioquímica de Oxigênio,P2,,1,,,,,,
Demanda Bioquímica de Oxigênio,P2,,1,,,,,,
Demanda Bioquímica de Oxigênio,P2,,1,,,,,,
Demanda Bioquímica de Oxigênio,P2,,1,,,,,,
Demanda Bioquímica de Oxigênio,P2,,2,,,,,,
Demanda Bioquímica de Oxigênio,P2,,4,,,,,,
pH,P2,,,,,6.8,,,
pH,P2,,,,,7,,,
pH,P2,,,,,6.6,,,
Demanda Bioquímica de Oxigênio,P2,,1,,,,,,
pH,P2,,,,,6.8,,,
pH,P2,,,,,6.5,,,
pH,P2,,,,,7.9,,,
pH,P2,,,,,7.2,,,
pH,P2,,,,,6.8,,,
pH,P2,,,,,6.9,,,
pH,P2,,,,,7.1,,,
pH,P2,,,,,6.4,,,
pH,P2,,,,,6.7,,,
Nitrogênio amoniacal,P3,,,,0.134,,,,
Nitrogênio amoniacal,P3,,,,0.52,,,,
Nitrogênio amoniacal,P3,,,,0.146,,,,
Nitrogênio amoniacal,P3,,,,0.024,,,,
Nitrogênio amoniacal,P3,,,,0.14,,,,
Nitrogênio amoniacal,P3,,,,0.15,,,,
Nitrogênio amoniacal,P3,,,,0.191,,,,
Nitrogênio amoniacal,P3,,,,0.049,,,,
Nitrogênio amoniacal,P3,,,,0.025,,,,
Nitrogênio amoniacal,P3,,,,0.045,,,,
Nitrogênio amoniacal,P3,,,,0.162,,,,
Nitrogênio amoniacal,P3,,,,0.11,,,,
Nitrogênio amoniacal,P3,,,,1.07,,,,
Nitrogênio amoniacal,P3,,,,0.08,,,,
Nitrogênio amoniacal,P3,,,,0.04,,,,
Nitrogênio amoniacal,P3,,,,0.07,,,,
Nitrogênio amoniacal,P3,,,,0.27,,,,
Nitrogênio amoniacal,P3,,,,0.1,,,,
Nitrogênio amoniacal,P3,,,,0.1,,,,
Nitrogênio amoniacal,P3,,,,0.2,,,,
Nitrogênio amoniacal,P3,,,,0.1,,,,
Nitrogênio amoniacal,P3,,,,0.3,,,,
Nitrogênio amoniacal,P3,,,,0.09,,,,
Nitrogênio amoniacal,P3,,,,0.208,,,,
Nitrogênio amoniacal,P3,,,,0.1,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,1,,,,,,
Demanda Bioquímica de Oxigênio,P3,,2,,,,,,
Demanda Bioquímica de Oxigênio,P3,,2,,,,,,
Demanda Bioquímica de Oxigênio,P3,,2,,,,,,
Demanda Bioquímica de Oxigênio,P3,,2,,,,,,
Demanda Bioquímica de Oxigênio,P3,,2,,,,,,
Demanda Bioquímica de Oxigênio,P3,,2,,,,,,
Demanda Bioquímica de Oxigênio,P3,,2,,,,,,
Demanda Bioquímica de Oxigênio,P3,,2,,,,,,
Demanda Bioquímica de Oxigênio,P3,,4,,,,,,
Demanda Bioquímica de Oxigênio,P3,,3,,,,,,
pH,P3,,,,,7.4,,,
pH,P3,,,,,7,,,
pH,P3,,,,,6.8,,,
pH,P3,,,,,6.6,,,
pH,P3,,,,,6.7,,,
pH,P3,,,,,7.5,,,
pH,P3,,,,,6.9,,,
pH,P3,,,,,7.3,,,
pH,P3,,,,,7.1,,,
pH,P3,,,,,6.7,,,
pH,P3,,,,,6.8,,,
pH,P3,,,,,7.4,,,
pH,P3,,,,,6.6,,,
pH,P3,,,,,7.2,,,
pH,P3,,,,,6.5,,,
pH,P3,,,,,7,,,
pH,P3,,,,,7.2,,,
pH,P3,,,,,7,,,
pH,P3,,,,,7.5,,,
pH,P3,,,,,7,,,
pH,P3,,,,,6.5,,,
pH,P3,,,,,6.9,,,
pH,P3,,,,,7.3,,,
pH,P3,,,,,7,,,
pH,P3,,,,,7.7,,,
pH,P3,,,,,6.7,,,
pH,P3,,,,,7.6,,,
pH,P3,,,,,6.9,,,
pH,P3,,,,,6.8,,,
pH,P3,,,,,6.8,,,
pH,P3,,,,,6.7,,,
Oxigênio Dissolvido,P3,7.8,,,,,,,
Oxigênio Dissolvido,P3,10.1,,,,,,,
Oxigênio Dissolvido,P3,7.1,,,,,,,
Oxigênio Dissolvido,P3,7,,,,,,,
Oxigênio Dissolvido,P3,9.1,,,,,,,
Oxigênio Dissolvido,P3,6.3,,,,,,,
Oxigênio Dissolvido,P3,6.8,,,,,,,
Oxigênio Dissolvido,P3,4.4,,,,,,,
Oxigênio Dissolvido,P3,7.5,,,,,,,
Oxigênio Dissolvido,P3,10.7,,,,,,,
Oxigênio Dissolvido,P3,7.6,,,,,,,
Oxigênio Dissolvido,P3,7.8,,,,,,,
Oxigênio Dissolvido,P3,6.8,,,,,,,
Oxigênio Dissolvido,P3,6,,,,,,,
Oxigênio Dissolvido,P3,5.5,,,,,,,
Oxigênio Dissolvido,P3,5.2,,,,,,,
Oxigênio Dissolvido,P3,5.8,,,,,,,
Oxigênio Dissolvido,P3,7.5,,,,,,,
Oxigênio Dissolvido,P3,8.1,,,,,,,
Oxigênio Dissolvido,P3,6.9,,,,,,,
Oxigênio Dissolvido,P3,6.2,,,,,,,
Oxigênio Dissolvido,P3,7.8,,,,,,,
Oxigênio Dissolvido,P3,4.7,,,,,,,
Oxigênio Dissolvido,P3,8,,,,,,,
Oxigênio Dissolvido,P3,6.5,,,,,,,
Oxigênio Dissolvido,P3,8.3,,,,,,,
Oxigênio Dissolvido,P3,8.6,,,,,,,
Oxigênio Dissolvido,P3,7,,,,,,,
Oxigênio Dissolvido,P3,5.2,,,,,,,
Oxigênio Dissolvido,P3,7.8,,,,,,,
Oxigênio Dissolvido,P3,6.2,,,,,,,
Oxigênio Dissolvido,P3,7.4,,,,,,,
Turbidez,P3,,,,,,,,3
Turbidez,P3,,,,,,,,11
Turbidez,P3,,,,,,,,13
Turbidez,P3,,,,,,,,13
Turbidez,P3,,,,,,,,16
Turbidez,P3,,,,,,,,16
Turbidez,P3,,,,,,,,17
Turbidez,P3,,,,,,,,17
Turbidez,P3,,,,,,,,17
Turbidez,P3,,,,,,,,19
Turbidez,P3,,,,,,,,20
Turbidez,P3,,,,,,,,20
Turbidez,P3,,,,,,,,23
Turbidez,P3,,,,,,,,27
Turbidez,P3,,,,,,,,29
Turbidez,P3,,,,,,,,29
Turbidez,P3,,,,,,,,30
Turbidez,P3,,,,,,,,33
Turbidez,P3,,,,,,,,33
Turbidez,P3,,,,,,,,40
Turbidez,P3,,,,,,,,41
Turbidez,P3,,,,,,,,45
Turbidez,P3,,,,,,,,48
Turbidez,P3,,,,,,,,51
Turbidez,P3,,,,,,,,53
Turbidez,P3,,,,,,,,54
Turbidez,P3,,,,,,,,89
Temperatura,P3,,,,,,,16,
Temperatura,P3,,,,,,,13.8,
Temperatura,P3,,,,,,,19.9,
Temperatura,P3,,,,,,,25.6,
Temperatura,P3,,,,,,,20.5,
Temperatura,P3,,,,,,,20,
Temperatura,P3,,,,,,,20,
Temperatura,P3,,,,,,,20.5,
Temperatura,P3,,,,,,,20,
Temperatura,P3,,,,,,,25,
Temperatura,P3,,,,,,,19,
Temperatura,P3,,,,,,,29.8,
Temperatura,P3,,,,,,,15,
Temperatura,P3,,,,,,,28,
Temperatura,P3,,,,,,,12,
Temperatura,P3,,,,,,,30.9,
Temperatura,P3,,,,,,,20,
Temperatura,P3,,,,,,,28.3,
Temperatura,P3,,,,,,,27.1,
Temperatura,P3,,,,,,,26,
Temperatura,P3,,,,,,,28.5,
Temperatura,P3,,,,,,,27.4,
Temperatura,P3,,,,,,,24,
Temperatura,P3,,,,,,,26.4,
Temperatura,P3,,,,,,,18.7,
Temperatura,P3,,,,,,,24.1,
Temperatura,P3,,,,,,,14,
Temperatura,P3,,,,,,,14.3,
Temperatura,P3,,,,,,,25.5,
Temperatura,P3,,,,,,,24,
Temperatura,P3,,,,,,,22,
Temperatura,P3,,,,,,,15,
Temperatura,P3,,,,,,,26.5,
Temperatura,P3,,,,,,,17.4,
Temperatura,P3,,,,,,,16,
Temperatura,P3,,,,,,,11.6,
Temperatura,P3,,,,,,,16,
Temperatura,P3,,,,,,,18,
Escherichia coli,P3,,,736.8,,,,,
Escherichia coli,P3,,,2400,,,,,
Escherichia coli,P3,,,192,,,,,
Escherichia coli,P3,,,990,,,,,
Escherichia coli,P3,,,24000,,,,,
Escherichia coli,P3,,,910,,,,,
Escherichia coli,P3,,,4000,,,,,
Escherichia coli,P3,,,3800,,,,,
Escherichia coli,P3,,,8600,,,,,
Escherichia coli,P3,,,9600,,,,,
Escherichia coli,P3,,,13000,,,,,
Escherichia coli,P3,,,820,,,,,
Escherichia coli,P3,,,200,,,,,
Escherichia coli,P3,,,7700,,,,,
Escherichia coli,P3,,,1730,,,,,
Escherichia coli,P3,,,950,,,,,
Escherichia coli,P3,,,1200,,,,,
Escherichia coli,P3,,,2300,,,,,
Escherichia coli,P3,,,2400,,,,,
Escherichia coli,P3,,,155,,,,,
Escherichia coli,P3,,,4100,,,,,
Escherichia coli,P3,,,2500,,,,,
Escherichia coli,P3,,,1100,,,,,
Escherichia coli,P3,,,2100,,,,,
Escherichia coli,P3,,,1410,,,,,
Escherichia coli,P3,,,5800,,,,,
Escherichia coli,P3,,,2250,,,,,
Escherichia coli,P3,,,1300,,,,,
Escherichia coli,P3,,,81000,,,,,
Escherichia coli,P3,,,3100,,,,,
Escherichia coli,P3,,,3700,,,,,
Escherichia coli,P3,,,1500,,,,,
Escherichia coli,P3,,,6490,,,,,
Escherichia coli,P3,,,980,,,,,
Sólidos Dissolvidos Totais,P3,,,,,,97,,
Sólidos Dissolvidos Totais,P3,,,,,,91,,
Sólidos Dissolvidos Totais,P3,,,,,,73,,
Sólidos Dissolvidos Totais,P3,,,,,,106,,
Sólidos Dissolvidos Totais,P3,,,,,,87,,
Sólidos Dissolvidos Totais,P3,,,,,,66,,
Sólidos Dissolvidos Totais,P3,,,,,,62,,
Sólidos Dissolvidos Totais,P3,,,,,,118,,
Sólidos Dissolvidos Totais,P3,,,,,,138,,
Sólidos Dissolvidos Totais,P3,,,,,,104,,
Sólidos Dissolvidos Totais,P3,,,,,,88,,
Sólidos Dissolvidos Totais,P3,,,,,,73,,
Sólidos Dissolvidos Totais,P3,,,,,,60,,
Sólidos Dissolvidos Totais,P3,,,,,,75,,
Sólidos Dissolvidos Totais,P3,,,,,,96,,
Sólidos Dissolvidos Totais,P3,,,,,,79,,
Sólidos Dissolvidos Totais,P3,,,,,,83,,
Sólidos Dissolvidos Totais,P3,,,,,,70,,
Sólidos Dissolvidos Totais,P3,,,,,,83,,
Sólidos Dissolvidos Totais,P3,,,,,,26,,
Sólidos Dissolvidos Totais,P3,,,,,,79,,
Sólidos Dissolvidos Totais,P3,,,,,,65,,
Sólidos Dissolvidos Totais,P3,,,,,,78,,
Sólidos Dissolvidos Totais,P3,,,,,,73,,
Sólidos Dissolvidos Totais,P3,,,,,,66,,
Sólidos Dissolvidos Totais,P3,,,,,,89,,
Sólidos Dissolvidos Totais,P3,,,,,,69,,
Sólidos Dissolvidos Totais,P3,,,,,,81,,
Sólidos Dissolvidos Totais,P3,,,,,,104,,
Sólidos Dissolvidos Totais,P3,,,,,,99,,
Sólidos Dissolvidos Totais,P3,,,,,,119,,
Sólidos Dissolvidos Totais,P3,,,,,,83,,
Sólidos Dissolvidos Totais,P3,,,,,,32,,
Sólidos Dissolvidos Totais,P3,,,,,,61,,
Sólidos Dissolvidos Totais,P3,,,,,,87,,
Sólidos Dissolvidos Totais,P3,,,,,,58,,
Nitrogênio amoniacal,P3,,,,0.02,,,,
Nitrogênio amoniacal,P3,,,,0.02,,,,
Nitrogênio amoniacal,P3,,,,0.02,,,,
Nitrogênio amoniacal,P3,,,,0.02,,,,
Nitrogênio amoniacal,P3,,,,0.02,,,,
Nitrogênio amoniacal,P3,,,,0.02,,,,
Nitrogênio amoniacal,P3,,,,0.02,,,,
Nitrogênio amoniacal,P3,,,,0.048,,,,
Sólidos Dissolvidos Totais,P4,,,,,,97,,
Demanda Bioquímica de Oxigênio,P4,,1,,,,,,
Demanda Bioquímica de Oxigênio,P4,,1,,,,,,
Demanda Bioquímica de Oxigênio,P4,,1,,,,,,
Demanda Bioquímica de Oxigênio,P4,,1,,,,,,
Demanda Bioquímica de Oxigênio,P4,,1,,,,,,
Demanda Bioquímica de Oxigênio,P4,,1,,,,,,
Demanda Bioquímica de Oxigênio,P4,,1,,,,,,
Demanda Bioquímica de Oxigênio,P4,,1,,,,,,
Demanda Bioquímica de Oxigênio,P4,,1,,,,,,
Demanda Bioquímica de Oxigênio,P4,,1,,,,,,
Demanda Bioquímica de Oxigênio,P4,,1,,,,,,
Demanda Bioquímica de Oxigênio,P4,,1,,,,,,
Demanda Bioquímica de Oxigênio,P4,,1,,,,,,
Demanda Bioquímica de Oxigênio,P4,,1,,,,,,
Demanda Bioquímica de Oxigênio,P4,,1,,,,,,
Demanda Bioquímica de Oxigênio,P4,,1,,,,,,
Demanda Bioquímica de Oxigênio,P4,,1,,,,,,
Demanda Bioquímica de Oxigênio,P4,,2,,,,,,
Demanda Bioquímica de Oxigênio,P4,,2,,,,,,
Demanda Bioquímica de Oxigênio,P4,,2,,,,,,
Demanda Bioquímica de Oxigênio,P4,,2,,,,,,
Demanda Bioquímica de Oxigênio,P4,,2,,,,,,
Demanda Bioquímica de Oxigênio,P4,,2,,,,,,
Demanda Bioquímica de Oxigênio,P4,,2,,,,,,
Demanda Bioquímica de Oxigênio,P4,,2,,,,,,
Demanda Bioquímica de Oxigênio,P4,,2,,,,,,
Demanda Bioquímica de Oxigênio,P4,,6,,,,,,
Demanda Bioquímica de Oxigênio,P4,,3,,,,,,
Demanda Bioquímica de Oxigênio,P4,,3,,,,,,
Demanda Bioquímica de Oxigênio,P4,,3,,,,,,
Demanda Bioquímica de Oxigênio,P4,,7,,,,,,
Demanda Bioquímica de Oxigênio,P4,,3,,,,,,
Demanda Bioquímica de Oxigênio,P4,,6,,,,,,
Demanda Bioquímica de Oxigênio,P4,,3,,,,,,
Demanda Bioquímica de Oxigênio,P4,,6,,,,,,
Demanda Bioquímica de Oxigênio,P4,,7,,,,,,
pH,P4,,,,,6.7,,,
pH,P4,,,,,7.5,,,
pH,P4,,,,,6.2,,,
pH,P4,,,,,7,,,
pH,P4,,,,,6.5,,,
pH,P4,,,,,6.5,,,
pH,P4,,,,,6.4,,,
pH,P4,,,,,5.8,,,
pH,P4,,,,,6.8,,,
pH,P4,,,,,6,,,
pH,P4,,,,,6.5,,,
pH,P4,,,,,6.6,,,
pH,P4,,,,,6.9,,,
pH,P4,,,,,6.4,,,
pH,P4,,,,,6.4,,,
pH,P4,,,,,7.4,,,
pH,P4,,,,,6.4,,,
pH,P4,,,,,6.8,,,
pH,P4,,,,,6.5,,,
pH,P4,,,,,6.9,,,
pH,P4,,,,,5.9,,,
pH,P4,,,,,6.7,,,
pH,P4,,,,,6.8,,,
pH,P4,,,,,7,,,
pH,P4,,,,,6.8,,,
pH,P4,,,,,7,,,
pH,P4,,,,,6.6,,,
pH,P4,,,,,6.6,,,
pH,P4,,,,,6.8,,,
pH,P4,,,,,6.9,,,
pH,P4,,,,,6.7,,,
pH,P4,,,,,6.9,,,
pH,P4,,,,,6.6,,,
pH,P4,,,,,7,,,
pH,P4,,,,,6.9,,,
pH,P4,,,,,7.3,,,
pH,P4,,,,,6.4,,,
pH,P4,,,,,6.8,,,
pH,P4,,,,,6.7,,,
Oxigênio Dissolvido,P4,4.3,,,,,,,
Oxigênio Dissolvido,P4,9.8,,,,,,,
Oxigênio Dissolvido,P4,5.6,,,,,,,
Oxigênio Dissolvido,P4,8.1,,,,,,,
Oxigênio Dissolvido,P4,7.6,,,,,,,
Oxigênio Dissolvido,P4,7.6,,,,,,,
Oxigênio Dissolvido,P4,4.6,,,,,,,
Oxigênio Dissolvido,P4,6.2,,,,,,,
Oxigênio Dissolvido,P4,4.7,,,,,,,
Oxigênio Dissolvido,P4,7.9,,,,,,,
Oxigênio Dissolvido,P4,7.1,,,,,,,
Oxigênio Dissolvido,P4,5.4,,,,,,,
Oxigênio Dissolvido,P4,8.9,,,,,,,
Oxigênio Dissolvido,P4,5.9,,,,,,,
Oxigênio Dissolvido,P4,5.2,,,,,,,
Oxigênio Dissolvido,P4,5.5,,,,,,,
Oxigênio Dissolvido,P4,3.6,,,,,,,
Oxigênio Dissolvido,P4,5.3,,,,,,,
Oxigênio Dissolvido,P4,5.8,,,,,,,
Oxigênio Dissolvido,P4,6.9,,,,,,,
Oxigênio Dissolvido,P4,5.8,,,,,,,
Oxigênio Dissolvido,P4,5.1,,,,,,,
Oxigênio Dissolvido,P4,6.1,,,,,,,
Oxigênio Dissolvido,P4,8.2,,,,,,,
Oxigênio Dissolvido,P4,5.3,,,,,,,
Oxigênio Dissolvido,P4,7.6,,,,,,,
Oxigênio Dissolvido,P4,11.1,,,,,,,
Oxigênio Dissolvido,P4,5.9,,,,,,,
Oxigênio Dissolvido,P4,7.6,,,,,,,
Oxigênio Dissolvido,P4,7,,,,,,,
Oxigênio Dissolvido,P4,7,,,,,,,
Oxigênio Dissolvido,P4,6.1,,,,,,,
Oxigênio Dissolvido,P4,6.6,,,,,,,
Oxigênio Dissolvido,P4,7.1,,,,,,,
Oxigênio Dissolvido,P4,10.8,,,,,,,
Turbidez,P4,,,,,,,,16
Turbidez,P4,,,,,,,,16
Turbidez,P4,,,,,,,,17
Turbidez,P4,,,,,,,,18
Turbidez,P4,,,,,,,,18
Turbidez,P4,,,,,,,,18
Turbidez,P4,,,,,,,,20
Turbidez,P4,,,,,,,,23
Turbidez,P4,,,,,,,,26
Turbidez,P4,,,,,,,,26
Turbidez,P4,,,,,,,,28
Turbidez,P4,,,,,,,,28
Turbidez,P4,,,,,,,,28
Turbidez,P4,,,,,,,,32
Turbidez,P4,,,,,,,,34
Turbidez,P4,,,,,,,,36
Turbidez,P4,,,,,,,,37
Turbidez,P4,,,,,,,,42
Turbidez,P4,,,,,,,,42
Turbidez,P4,,,,,,,,42
Turbidez,P4,,,,,,,,51
Turbidez,P4,,,,,,,,55
Turbidez,P4,,,,,,,,58
Turbidez,P4,,,,,,,,69
Turbidez,P4,,,,,,,,82
Turbidez,P4,,,,,,,,102
Turbidez,P4,,,,,,,,187
Temperatura,P4,,,,,,,16,
Temperatura,P4,,,,,,,13.8,
Temperatura,P4,,,,,,,24,
Temperatura,P4,,,,,,,19.8,
Temperatura,P4,,,,,,,21,
Temperatura,P4,,,,,,,16.6,
Temperatura,P4,,,,,,,19,
Temperatura,P4,,,,,,,20.2,
Temperatura,P4,,,,,,,18.1,
Temperatura,P4,,,,,,,18.9,
Temperatura,P4,,,,,,,25.7,
Temperatura,P4,,,,,,,24,
Temperatura,P4,,,,,,,24.9,
Temperatura,P4,,,,,,,16.2,
Temperatura,P4,,,,,,,23.3,
Temperatura,P4,,,,,,,23.5,
Temperatura,P4,,,,,,,22.4,
Temperatura,P4,,,,,,,24.2,
Temperatura,P4,,,,,,,26.3,
Temperatura,P4,,,,,,,16.8,
Temperatura,P4,,,,,,,28.8,
Temperatura,P4,,,,,,,19.7,
Temperatura,P4,,,,,,,26.1,
Temperatura,P4,,,,,,,27.5,
Temperatura,P4,,,,,,,26.1,
Temperatura,P4,,,,,,,20.5,
Temperatura,P4,,,,,,,27.5,
Temperatura,P4,,,,,,,27.2,
Temperatura,P4,,,,,,,20.4,
Temperatura,P4,,,,,,,18.9,
Temperatura,P4,,,,,,,24.1,
Temperatura,P4,,,,,,,15.5,
Temperatura,P4,,,,,,,14.3,
Temperatura,P4,,,,,,,23,
Temperatura,P4,,,,,,,14.8,
Temperatura,P4,,,,,,,22.1,
Temperatura,P4,,,,,,,15.7,
Temperatura,P4,,,,,,,26.7,
Temperatura,P4,,,,,,,14,
Temperatura,P4,,,,,,,14.6,
Temperatura,P4,,,,,,,16.6,
Temperatura,P4,,,,,,,16.7,
Escherichia coli,P4,,,20800,,,,,
Escherichia coli,P4,,,1920,,,,,
Escherichia coli,P4,,,1920,,,,,
Escherichia coli,P4,,,7840,,,,,
Escherichia coli,P4,,,1760,,,,,
Escherichia coli,P4,,,1016,,,,,
Escherichia coli,P4,,,1752,,,,,
Escherichia coli,P4,,,736,,,,,
Escherichia coli,P4,,,1040,,,,,
Escherichia coli,P4,,,100000,,,,,
Escherichia coli,P4,,,700,,,,,
Escherichia coli,P4,,,24000,,,,,
Escherichia coli,P4,,,3000,,,,,
Escherichia coli,P4,,,9000,,,,,
Escherichia coli,P4,,,46000,,,,,
Escherichia coli,P4,,,3500,,,,,
Escherichia coli,P4,,,1700,,,,,
Escherichia coli,P4,,,4100,,,,,
Escherichia coli,P4,,,2800,,,,,
Escherichia coli,P4,,,180,,,,,
Escherichia coli,P4,,,980,,,,,
Escherichia coli,P4,,,1200,,,,,
Escherichia coli,P4,,,6800,,,,,
Escherichia coli,P4,,,3600,,,,,
Escherichia coli,P4,,,54000,,,,,
Escherichia coli,P4,,,100000,,,,,
Escherichia coli,P4,,,700,,,,,
Escherichia coli,P4,,,24000,,,,,
Escherichia coli,P4,,,3000,,,,,
Escherichia coli,P4,,,9000,,,,,
Escherichia coli,P4,,,46000,,,,,
Escherichia coli,P4,,,3500,,,,,
Escherichia coli,P4,,,1700,,,,,
Escherichia coli,P4,,,4100,,,,,
Escherichia coli,P4,,,2800,,,,,
Escherichia coli,P4,,,180,,,,,
Escherichia coli,P4,,,980,,,,,
Escherichia coli,P4,,,1200,,,,,
Escherichia coli,P4,,,6800,,,,,
Escherichia coli,P4,,,3600,,,,,
Escherichia coli,P4,,,54000,,,,,
Sólidos Dissolvidos Totais,P4,,,,,,87,,
Sólidos Dissolvidos Totais,P4,,,,,,105,,
Sólidos Dissolvidos Totais,P4,,,,,,130,,
Sólidos Dissolvidos Totais,P4,,,,,,86,,
Sólidos Dissolvidos Totais,P4,,,,,,85,,
Sólidos Dissolvidos Totais,P4,,,,,,216,,
Sólidos Dissolvidos Totais,P4,,,,,,72,,
Sólidos Dissolvidos Totais,P4,,,,,,106,,
Sólidos Dissolvidos Totais,P4,,,,,,95,,
Sólidos Dissolvidos Totais,P4,,,,,,114,,
Sólidos Dissolvidos Totais,P4,,,,,,102,,
Sólidos Dissolvidos Totais,P4,,,,,,72,,
Sólidos Dissolvidos Totais,P4,,,,,,84,,
Sólidos Dissolvidos Totais,P4,,,,,,103,,
Sólidos Dissolvidos Totais,P4,,,,,,82,,
Sólidos Dissolvidos Totais,P4,,,,,,89,,
Sólidos Dissolvidos Totais,P4,,,,,,86,,
Sólidos Dissolvidos Totais,P4,,,,,,114,,
Sólidos Dissolvidos Totais,P4,,,,,,48,,
Sólidos Dissolvidos Totais,P4,,,,,,59,,
Sólidos Dissolvidos Totais,P4,,,,,,85,,
Sólidos Dissolvidos Totais,P4,,,,,,93,,
Sólidos Dissolvidos Totais,P4,,,,,,78,,
Sólidos Dissolvidos Totais,P4,,,,,,111,,
Demanda Bioquímica de Oxigênio,P4,,1,,,,,,
Sólidos Dissolvidos Totais,P4,,,,,,96,,
Sólidos Dissolvidos Totais,P4,,,,,,77,,
Sólidos Dissolvidos Totais,P4,,,,,,119,,
Sólidos Dissolvidos Totais,P4,,,,,,73,,
Sólidos Dissolvidos Totais,P4,,,,,,61,,
Sólidos Dissolvidos Totais,P4,,,,,,31,,
Sólidos Dissolvidos Totais,P4,,,,,,57,,
Sólidos Dissolvidos Totais,P4,,,,,,40,,
Sólidos Dissolvidos Totais,P4,,,,,,74,,
Sólidos Dissolvidos Totais,P4,,,,,,88,,
Sólidos Dissolvidos Totais,P4,,,,,,64,,
Nitrogênio amoniacal,P4,,,,0.02,,,,
Nitrogênio amoniacal,P4,,,,0.02,,,,
Nitrogênio amoniacal,P4,,,,0.652,,,,
Nitrogênio amoniacal,P4,,,,4.74,,,,
Nitrogênio amoniacal,P4,,,,0.183,,,,
Nitrogênio amoniacal,P4,,,,0.9,,,,
